pressure0,interval,gapX,gapY,gap,pos_x,pos_y,msec,v_x,v_y,v,aX,aY,a,Mode
0.467773438,88.89999998,0,-0.483673096,0.483673096,484.5891418,393.1311951,12.10000002,0,-0.039972983,0.039972983,0,-0.003303552,0.003303552,pen
0.188476563,73.70000005,0,0,0,490.3935852,399.4193726,11.5,0,0,0,0,0,0,pen
0.434570313,108.3,-0.483703613,0.483734131,0.68408179,500.0677795,409.57724,12.39999998,-0.039008356,0.039010817,0.055167886,-0.003145835,0.003146034,0.004449023,pen
0.325195313,179.9,-0.483703613,0,0.483703613,531.5087585,388.7778015,11.20000005,-0.043187822,0,0.043187822,-0.003856056,0,0.003856056,pen
0.401367188,123,-0.483764648,0.967407227,1.081621457,513.6116028,400.8704834,11.20000005,-0.043193272,0.086375645,0.096573344,-0.003856542,0.007712111,0.00862262,pen
0.427734375,110.9,0,0,0,528.1228333,396.5171204,12.20000005,0,0,0,0,0,0,pen
0.240234375,61.30000007,-0.483764648,0,0.483764648,527.155365,405.223877,12.19999993,-0.03965284,0,0.03965284,-0.003250233,0,0.003250233,pen
0.37890625,682.5999999,0,0.483734131,0.483734131,563.9172058,408.1261292,11.5,0,0.042063837,0.042063837,0,0.003657725,0.003657725,pen
0.333984375,315.6999999,-0.483825684,-0.483703613,0.684146532,590.5210876,388.2940979,11.5,-0.042071799,-0.042061184,0.059491003,-0.003658417,-0.003657494,0.005173131,pen
0.3046875,117.9,-0.483581543,0,0.483581543,584.2330017,408.1261292,12.89999998,-0.037486941,0,0.037486941,-0.002905964,0,0.002905964,pen
0.524414063,101.7,0,0,0,576.9773254,423.1210632,11.19999993,0,0,0,0,0,0,pen
0.3828125,167.4,0,0,0,603.5812683,389.2615051,11.89999998,0,0,0,0,0,0,pen
0.47265625,117.1999999,0,0,0,605.0323181,390.7126465,11.5,0,0,0,0,0,0,pen
0.1484375,604.6,0,-0.483703613,0.483703613,639.8594055,384.9081421,13.29999995,0,-0.036368693,0.036368693,0,-0.002734488,0.002734488,pen
0.181640625,122.8,0,0.483703613,0.483703613,628.7339783,410.5446472,11.30000007,0,0.042805629,0.042805629,0,0.003788109,0.003788109,pen
0.182617188,98.20000005,-0.967407227,0,0.967407227,615.1902161,420.218811,11.10000002,-0.087153804,0,0.087153804,-0.007851694,0,0.007851694,pen
0.220703125,75,0,0,0,635.5059509,422.153656,11.10000002,0,0,0,0,0,0,pen
0.323242188,160.4,-0.967346191,-0.483703613,1.081539569,657.7565613,390.7126465,18,-0.053741455,-0.026872423,0.060085532,-0.002985636,-0.001492912,0.003338085,pen
0.23828125,110.1999999,-0.483703613,0,0.483703613,641.3104553,412.4794922,11.39999998,-0.042430142,0,0.042430142,-0.003721942,0,0.003721942,pen
0.42578125,133.6,0,0,0,649.0498352,396.5171204,12.10000002,0,0,0,0,0,0,pen
